RECALL_DATE,RECALL_NUMBER,AREA_OF_CONCERN,PRIMARY_RECALL,BRAND_NAME,COMMON_NAME,YEAR,MONTH,WEEK,QUARTER,YEAR_MONTH,YEAR_SEASON,DAYS_SINCE_LAST_BRAND_RECALL,DAYS_SINCE_LAST_PROD_RECALL,BRAND_RECALL_FREQ,PATHOGEN_FREQ,Incident_Pathogen,Incident_Severity,Incident_BrandsInvolved,Incident_UniqueProducts,Incident_NumItems,Incident_DurationDays,Season_Fall,Season_Spring,Season_Summer,Season_Winter,Season_nan,Day_Friday,Day_Monday,Day_Saturday,Day_Sunday,Day_Thursday,Day_Tuesday,Day_Wednesday,Day_nan,Class_Class I,Class_Class II,Class_Class III,Class_nan,Depth_consumer,Depth_retail/hri,Depth_wholesale,Depth_nan,RECALL_CLASS_NUM
2011-04-15 15:20:00,6337,microbiological (pathogenic) listeria,Yes,summersweet fine foods,mousse de saumon fumé et épinards / smoked salmon & spinach mousse,2011,4,15,2,2011-04,2011_Spring,0.0,0.0,7,2656,microbiological (pathogenic) listeria,Class I,1,6,7,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1
2011-04-15 15:20:00,6337,microbiological (pathogenic) listeria,Yes,summersweet fine foods,mousse de saumon fumé et aneth / smoked salmon & dill mousse,2011,4,15,2,2011-04,2011_Spring,0.0,0.0,7,2656,microbiological (pathogenic) listeria,Class I,1,6,7,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1
2011-04-15 15:20:00,6337,microbiological (pathogenic) listeria,Yes,summersweet fine foods,trempette de crabe et poivrons rouges rôtis / crab & roasted red pepper dip,2011,4,15,2,2011-04,2011_Spring,0.0,0.0,7,2656,microbiological (pathogenic) listeria,Class I,1,6,7,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1
2011-04-21 17:00:00,6350,microbiological (pathogenic) e.coli o157:h7,Yes,viandes laroches,parure de boeuf a 50% (congelées)  / beef trimming 50% a (frozen),2011,4,16,2,2011-04,2011_Spring,0.0,0.0,2,3462,microbiological (pathogenic) e.coli o157:h7,Class I,1,2,2,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1
2011-04-21 17:00:00,6350,microbiological (pathogenic) e.coli o157:h7,Yes,viandes laroches,parure de boeuf a 50%  / beef trimming 50% a,2011,4,16,2,2011-04,2011_Spring,0.0,0.0,2,3462,microbiological (pathogenic) e.coli o157:h7,Class I,1,2,2,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1
2011-05-02 10:30:00,6364,microbiological (pathogenic) salmonella,Yes,compliments santalina,very sweet grape tomatoes / tomates raisins très sucrées,2011,5,18,2,2011-05,2011_Spring,0.0,0.0,2,1747,microbiological (pathogenic) salmonella,Class II,2,2,3,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-02 10:30:00,6364,microbiological (pathogenic) salmonella,Yes,compliments santalina,very sweet grape tomatoes / tomates raisins très sucrées,2011,5,18,2,2011-05,2011_Spring,0.0,0.0,2,1747,microbiological (pathogenic) salmonella,Class II,2,2,3,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-02 10:30:00,6364,microbiological (pathogenic) salmonella,Yes,field & farm,sweet grape tomatoes / tomates raisins sucrées,2011,5,18,2,2011-05,2011_Spring,0.0,0.0,1,1747,microbiological (pathogenic) salmonella,Class II,2,2,3,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-02 17:30:00,6366,microbiological (pathogenic) salmonella,No,cherry berry,grape tomatoes / tomates raisins,2011,5,18,2,2011-05,2011_Spring,0.0,0.0,1,1747,microbiological (pathogenic) salmonella,Class II,1,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-07 16:29:00,6381,microbiological (pathogenic) salmonella,No,mann's sunny shores,veggies on the go (no french / pas de français),2011,5,18,2,2011-05,2011_Spring,0.0,0.0,17,1747,microbiological (pathogenic) salmonella,Class II,1,3,3,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-07 16:29:00,6381,microbiological (pathogenic) salmonella,No,mann's sunny shores,"snacks on the go with celery, carrots & grape tomatoes / « snacks on the go » avec céleri, carottes et tomates raisins",2011,5,18,2,2011-05,2011_Spring,0.0,0.0,17,1747,microbiological (pathogenic) salmonella,Class II,1,3,3,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-07 16:29:00,6418,microbiological (pathogenic) salmonella,No,the produce stand,gourmet vegetable platter (no french / pas de français),2011,5,18,2,2011-05,2011_Spring,0.0,0.0,1,1747,microbiological (pathogenic) salmonella,Class II,3,4,4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-07 16:29:00,6418,microbiological (pathogenic) salmonella,No,mann's sunny shores,"snacks on the go celery carrots & grape tomatoes /  « snacks on the go » avec céleri, carottes et tomates",2011,5,18,2,2011-05,2011_Spring,0.0,0.0,17,1747,microbiological (pathogenic) salmonella,Class II,3,4,4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-07 16:29:00,6418,microbiological (pathogenic) salmonella,No,mann's sunny shores,"snacks on the go with celery, carrots & grape tomatoes / « snacks on the go » avec céleri, carottes et tomates raisins",2011,5,18,2,2011-05,2011_Spring,0.0,0.0,17,1747,microbiological (pathogenic) salmonella,Class II,3,4,4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-07 16:29:00,6418,microbiological (pathogenic) salmonella,No,eating right,veggie party platter (no french / pas de français),2011,5,18,2,2011-05,2011_Spring,0.0,0.0,1,1747,microbiological (pathogenic) salmonella,Class II,3,4,4,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-07 16:29:00,6381,microbiological (pathogenic) salmonella,No,mann's sunny shores,gourmet vegetable platter (no french / pas de français),2011,5,18,2,2011-05,2011_Spring,0.0,0.0,17,1747,microbiological (pathogenic) salmonella,Class II,1,3,3,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-09 13:50:00,6410,microbiological (pathogenic) salmonella,No,mann's,"snacks on the go with celery, carrots, grape tomatoes / «snacks on the go » avec céleri, carottes et tomates raisins",2011,5,19,2,2011-05,2011_Spring,0.0,0.0,97,1747,microbiological (pathogenic) salmonella,Class II,1,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-09 14:24:00,6422,microbiological (pathogenic) salmonella,No,mann's sunny shores,veggies on the go (no french / pas de frnaçais),2011,5,19,2,2011-05,2011_Spring,1.0,0.0,17,1747,microbiological (pathogenic) salmonella,Class II,1,3,4,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-09 14:24:00,6422,microbiological (pathogenic) salmonella,No,mann's sunny shores,"snacks on the go with celery, carrots, & grape tomatoes / « snacks on the go » avec céleri, carottes et tomates raisins",2011,5,19,2,2011-05,2011_Spring,0.0,0.0,17,1747,microbiological (pathogenic) salmonella,Class II,1,3,4,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-09 14:24:00,6422,microbiological (pathogenic) salmonella,No,mann's sunny shores,vegetable platter (no french / pas de français),2011,5,19,2,2011-05,2011_Spring,0.0,0.0,17,1747,microbiological (pathogenic) salmonella,Class II,1,3,4,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-09 14:24:00,6422,microbiological (pathogenic) salmonella,No,mann's sunny shores,vegetable platter (no french / pas de français),2011,5,19,2,2011-05,2011_Spring,0.0,0.0,17,1747,microbiological (pathogenic) salmonella,Class II,1,3,4,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-09 14:24:00,6424,microbiological (pathogenic) salmonella,No,mann's sunny shores,"snacks on the go celery, carrots & grape tomatoes / « snacks on the go » avec céleri, carottes et tomates raisins",2011,5,19,2,2011-05,2011_Spring,0.0,0.0,17,1747,microbiological (pathogenic) salmonella,Class II,1,2,2,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-09 14:24:00,6425,microbiological (pathogenic) salmonella,No,mann's sunny shores,"snacks on the go with celery, carrots & grape tomatoes / « snacks on the go » avec céleri, carottes et tomates raisins",2011,5,19,2,2011-05,2011_Spring,0.0,1.0,17,1747,microbiological (pathogenic) salmonella,Class II,1,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-09 14:24:00,6424,microbiological (pathogenic) salmonella,No,mann's sunny shores,vegetable platter (no french / pas de français),2011,5,19,2,2011-05,2011_Spring,0.0,0.0,17,1747,microbiological (pathogenic) salmonella,Class II,1,2,2,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-09 16:35:00,6409,microbiological (pathogenic) salmonella,No,mann's sunny shores,"snacks on the go with celery, carrots, grape tomatoes / «snacks on the go» avec céleri, carottes et tomates",2011,5,19,2,2011-05,2011_Spring,0.0,0.0,17,1747,microbiological (pathogenic) salmonella,Class II,1,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-10 10:11:00,6419,microbiological (pathogenic) salmonella,No,mann's sunny shores,vegetable platter (no french / pas de français),2011,5,19,2,2011-05,2011_Spring,0.0,0.0,17,1747,microbiological (pathogenic) salmonella,Class II,1,3,3,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,2
2011-05-10 10:11:00,6419,microbiological (pathogenic) salmonella,No,mann's sunny shores,veggies on the go (no french / pas de français),2011,5,19,2,2011-05,2011_Spring,0.0,2.0,17,1747,microbiological (pathogenic) salmonella,Class II,1,3,3,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,2
2011-05-10 10:11:00,6419,microbiological (pathogenic) salmonella,No,mann's sunny shores,"snacks on the go with celery, carrots & grape tomatoes / « snacks on the go » avec céleri, carottes et tomates raisins",2011,5,19,2,2011-05,2011_Spring,0.0,0.0,17,1747,microbiological (pathogenic) salmonella,Class II,1,3,3,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,2
2011-05-10 13:35:00,6429,microbiological (pathogenic) salmonella,No,mann's sunny shores,"snacks on the go with celery, carrots & grape tomatoes / « snacks on the go » avec céleri, carottes et tomates raisins",2011,5,19,2,2011-05,2011_Spring,0.0,0.0,17,1747,microbiological (pathogenic) salmonella,Class II,1,1,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,2
2011-05-11 20:04:00,6383,microbiological (pathogenic) salmonella,Yes,dar al assala,piment doux moulu / (pas d'anglais),2011,5,19,2,2011-05,2011_Spring,0.0,0.0,1,1747,microbiological (pathogenic) salmonella,Class II,1,1,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,2
2011-05-13 00:33:00,6386,microbiological (pathogenic) listeria,Yes,fumagalli pronta fresca,lonza stagionata / longe de porc salé à sec assaisonné / seasoned dry cured pork loin,2011,5,19,2,2011-05,2011_Spring,0.0,0.0,1,2656,microbiological (pathogenic) listeria,Class I,1,1,1,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1
2011-05-18 10:15:00,6401,microbiological (quality) molds,Yes,sweet nothings,no sugar added chocolate fudge caramel / « chocolat fudge caramel sans sucre ajouté »,2011,5,20,2,2011-05,2011_Spring,0.0,0.0,1,165,microbiological (quality) molds,Class III,1,1,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,3
2011-05-19 17:00:00,6413,microbiological (pathogenic) listeria,Yes,king james,blue stilton cheese / fromages ou roi james stilton bleu,2011,5,20,2,2011-05,2011_Spring,0.0,0.0,4,2656,microbiological (pathogenic) listeria,Class II,1,1,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,2
2011-05-24 18:52:00,6416,microbiological (pathogenic) listeria,No,fumagalli la salumeria,longe de porc salé à sec assaisonné / seasoned dry cured pork loin,2011,5,21,2,2011-05,2011_Spring,0.0,0.0,1,2656,microbiological (pathogenic) listeria,Class I,1,1,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,1
2011-05-25 17:44:00,6420,microbiological (pathogenic) listeria,No,fumagalli pronto e fresco,salami spianata romana / spianata romana salami,2011,5,21,2,2011-05,2011_Spring,0.0,0.0,1,2656,microbiological (pathogenic) listeria,Class I,1,1,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,1
2011-05-30 16:00:00,6430,microbiological (pathogenic) salmonella,Yes,"c.w. hendrix farms, inc.",cucumber - super select (anglais seulement),2011,5,22,2,2011-05,2011_Spring,0.0,0.0,1,1747,microbiological (pathogenic) salmonella,Class II,1,1,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2
2011-06-03 15:00:00,6456,microbiological (pathogenic) listeria,No,king james,blue stilton cheese / fromages ou roi james stilton bleu,2011,6,22,2,2011-06,2011_Summer,14.0,14.0,4,2656,microbiological (pathogenic) listeria,Class II,1,1,2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-06-03 15:00:00,6456,microbiological (pathogenic) listeria,No,king james,blue stilton cheese / fromages ou roi james stilton bleu,2011,6,22,2,2011-06,2011_Summer,0.0,0.0,4,2656,microbiological (pathogenic) listeria,Class II,1,1,2,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2
2011-06-03 16:53:00,6454,microbiological (quality) yeasts,Yes,oasis classic 100% pure juice / oasis classique 100% jus pur,"oasis variety pack 200 ml  (4x10) affected product contains wildberry flavor with the following expiry code on the package  c20120320 
saveurs assorties oasis 200 ml ( 4x10) contenant le code d'expiration  c20120320 pour la saveur fruits des champs.",2011,6,22,2,2011-06,2011_Summer,0.0,0.0,1,56,microbiological (quality) yeasts,Class III,1,1,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,3
2011-06-04 17:45:00,6457,microbiological (other),Yes,simplythick,instant food thickener  (honey) / épaississant alimentaire instantané (miel),2011,6,22,2,2011-06,2011_Summer,0.0,0.0,6,365,microbiological (other),Class I,1,2,6,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1
2011-06-04 17:45:00,6457,microbiological (other),Yes,simplythick,instant food thickener  (nectar) / épaississant alimentaire instantané (nectar),2011,6,22,2,2011-06,2011_Summer,0.0,0.0,6,365,microbiological (other),Class I,1,2,6,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1
2011-06-04 17:45:00,6457,microbiological (other),Yes,simplythick,instant food thickener  (nectar) / épaississant alimentaire instantané (nectar),2011,6,22,2,2011-06,2011_Summer,0.0,0.0,6,365,microbiological (other),Class I,1,2,6,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1
2011-06-04 17:45:00,6457,microbiological (other),Yes,simplythick,instant food thickener  (nectar) / épaississant alimentaire instantané (nectar),2011,6,22,2,2011-06,2011_Summer,0.0,0.0,6,365,microbiological (other),Class I,1,2,6,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1
2011-06-04 17:45:00,6457,microbiological (other),Yes,simplythick,instant food thickener  (honey) / épaississant alimentaire instantané (miel),2011,6,22,2,2011-06,2011_Summer,0.0,0.0,6,365,microbiological (other),Class I,1,2,6,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1
2011-06-04 17:45:00,6457,microbiological (other),Yes,simplythick,instant food thickener  (honey) / épaississant alimentaire instantané (miel),2011,6,22,2,2011-06,2011_Summer,0.0,0.0,6,365,microbiological (other),Class I,1,2,6,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1
2011-06-07 12:30:00,6467,microbiological (pathogenic) listeria,No,king james,blue stilton cheese / fromages ou roi james stilton bleu,2011,6,23,2,2011-06,2011_Summer,3.0,3.0,4,2656,microbiological (pathogenic) listeria,Class II,1,1,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,2
2011-06-22 20:00:00,6507,microbiological (pathogenic) listeria,No,dole,italian blend salad / salade mélange italien,2011,6,25,2,2011-06,2011_Summer,0.0,0.0,68,2656,microbiological (pathogenic) listeria,Class I,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,1
2011-06-22 20:00:00,6555,microbiological (pathogenic) listeria,Yes,dole,italian blend salad / salade mélange italien,2011,6,25,2,2011-06,2011_Summer,0.0,0.0,68,2656,microbiological (pathogenic) listeria,Class I,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,1
2011-06-22 20:00:00,6506,microbiological (pathogenic) listeria,No,dole,italian blend salad / salade mélange italien,2011,6,25,2,2011-06,2011_Summer,0.0,0.0,68,2656,microbiological (pathogenic) listeria,Class I,1,1,1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,1
